Assignment group,FullDescr,Resolution notes
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Fri May 20 06:45:45 EDT 2022, memname: salps **SWIVEL TICKET**

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-1436
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Fri May 20 06:45:45 EDT 2022, memname: salpsdwnload.scr  order_id: 2fi5v severity: V status: Not_Noticed  send_time: 20220520064545 last_user:   last_time: , call_type: I alert_id: 447505  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-20T10:55:11Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Fri May 20 06:45:45 EDT 2022, memname: salpsdwnload.scr  order_id: 2fi5v severity: V status: Not_Noticed  send_time: 20220520064545 last_user:   last_time: , call_type: I alert_id: 447505  data_center: Production
Sev Event Steady State: Stateless
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC

MK
Manisha Kumari
Work notes•2022-05-20 11:47:51

Restarted from step and completed fine as per Saran.

Hi SD team,
Please raise a sev3 ticket to DPSMES team.

","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Fri May 20 06:45:45 EDT 2022, memname: salps

Cause : [ Main Cause Type:Infrastructure;Sub Cause Type: File Space issues ]

Action:  Restarted the job after some time, it went fine.

Customer Confirmation: NA."
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 30 17:32:08 EDT 2022, memname: salps ecs02 (LOG_BATCH_JOB_MON) job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 30 17:32:08 EDT 2022, memname: salps

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-17706
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 30 17:32:08 EDT 2022, memname: salpsdwnload.scr  order_id: 2gcdx severity: V status: Not_Noticed  send_time: 20220630173208 last_user:   last_time: , call_type: I alert_id: 452421  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-30T21:35:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EMKR: UMF
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 30 17:32:08 EDT 2022, memname: salpsdwnload.scr  order_id: 2gcdx severity: V status: Not_Noticed  send_time: 20220630173208 last_user:   last_time: , call_type: I alert_id: 452421  data_center: Production
Sev Event Auto-Close: Auto-Close Stateless Event after Change
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless

===============================================================
Ravikanth S M
Work notes•2022-07-01 07:12:10
Notified to David

Hi SD Team,

Please raise a sev2 ticket to DPSMES group.","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 30 17:32:08 EDT 2022, memname: salps
 
Cause: [ Main Cause Type:Data;Sub Cause Type: Deadlock ]
 
Action: Run job from failed step and it completed fine.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 23 22:38:13 EDT 2022, memname: salps SESA ID / D ID: SESA633288
Caller's Name: Jenefer M
Call back number: n.a
Email Address: jenefer.mathias@atos.net

ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 23 22:38:13 EDT 2022, memname: salps

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-67278
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 23 22:38:13 EDT 2022, memname: salpsdwnload.scr  order_id: 2g78e severity: V status: Not_Noticed  send_time: 20220623223813 last_user:   last_time: , call_type: I alert_id: 451546  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-24T02:45:11Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EMKR: UMF
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Thu Jun 23 22:38:13 EDT 2022, memname: salpsdwnload.scr  order_id: 2g78e severity: V status: Not_Noticed  send_time: 20220623223813 last_user:   last_time: , call_type: I alert_id: 451546  data_center: Production
Sev Event Auto-Close: Auto-Close Stateless Event after Change
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless

=================================================================

Jenefer M
Work notes•2022-06-24 10:53:37
Hi SD Team,
Please create a SEV3 incident for DPSMES group.
Job UXSWS050 Ended not OK
Notified to Saran","Problem: job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com,

Cause: [ Main Cause Type:Data;Sub Cause Type: Incorrect data ]

Cause description :  Input data have invalid characters

Action taken : Changed the ord_status of the data with respective Q2C number in table q2cshpsc
from C to V and restarted the job from abended step. Job Completed fine.

Informed respective team to fix the invalid characters issue.

Customer Confirmation : NA"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: UXSWS050 has run longer than 60 minutes. Please notify DPS ** SWIVEL TICKET **

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-98
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: UXSWS050 has run longer than 60 minutes. Please notify DPSMES support., Mon May 23 23:30:11 EDT 2022, memname: salpsdwnload.scr  order_id: 2fjvy severity: R status: Not_Noticed  send_time: 20220523233010 last_user:   last_time: , call_type: I alert_id: 447789  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-24T03:35:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
Sev Event Auto-Close: Auto-Close Stateless Event after Change
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: UXSWS050 has run longer than 60 minutes. Please notify DPSMES support., Mon May 23 23:30:11 EDT 2022, memname: salpsdwnload.scr  order_id: 2fjvy severity: R status: Not_Noticed  send_time: 20220523233010 last_user:   last_time: , call_type: I alert_id: 447789  data_center: Production
EMKR: UMF
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless
KPIID: dummy1

MK
Manisha Kumari
Work notes •2022-05-24 05:32:46

Restarted job from top and completed fine.
Hi SD team ,

Please raise a sev3 ticket to DPSMES team.
","Problem : ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: UXSWS050 has run longer than 60 minutes. Please notify DPS
 
Cause : [ Main Cause Type:Monitoring ;Sub Cause Type: Monitoring Alert ]
 
Action : Asked Atos team to wait until job finish due to a lot of data to be processed.  Job finished fine after almost two hours running.
 
Customer Confirmation : Yes."
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: UXSWS050 has run longer than 60 minutes. Please notify DPS ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: UXSWS050 has run longer than 60 minutes. Please notify DPS


EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-278
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: UXSWS050 has run longer than 60 minutes. Please notify DPSMES support., Mon May  9 23:30:15 EDT 2022, memname: salpsdwnload.scr  order_id: 2f9k2 severity: R status: Not_Noticed  send_time: 20220509233014 last_user:   last_time: , call_type: I alert_id: 446651  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-10T03:37:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless
KPIID: dummy1
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, host_id: es30b.c076.us.schneider-electric.com, message: UXSWS050 has run longer than 60 minutes. Please notify DPSMES support., Mon May  9 23:30:15 EDT 2022, memname: salpsdwnload.scr  order_id: 2f9k2 severity: R status: Not_Noticed  send_time: 20220509233014 last_user:   last_time: , call_type: I alert_id: 446651  data_center: Production
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF

=====================================================


MK
Manisha Kumari
Work notes•2022-05-10 01:30:36
As per Venkata restarted job from top and completed fine.
Hi SD team,

Please raise a sev3 ticket to DPSMES team.","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSWS050, 
host_id: es30b.c076.us.schneider-electric.com

Cause: [ Main Cause Type:Data;Sub Cause Type: Incorrect data ]

Cause description :  Input data have invalid characters

Action taken : changed the ord_status of the data with respective Q2C number in table q2cshpsc
from C to V and restarted the job from abended step. Job Completed fine.

Customer Confirmation : NA"
DPSMES Global L2,"Endpoint Solution App Issue I have installed SALe from software center and it does not work, appears an error message.",SAL was updated thru Software Center.
DPSMES Global L2,"es27 (Filesystem_/var/snafs3/DEVELOP) Filesystem /var/snafs3/DEVELOP  use 96% of Diskspace EventID: ATF-NAMUMFTMDX01-EVENT-b1034296-b0f2-11eb-82e9-005056ab4d4f-3
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: Filesystem_/var/snafs3/DEVELOP
EventSeverity: 2
Hostname: es27
Message: Filesystem /var/snafs3/DEVELOP  use 96% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938067
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-18T15:38:13Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EventSteadyState: Stateful
TicketSummary: es27 (Filesystem_/var/snafs3/DEVELOP) Filesystem /var/snafs3/DEVELOP  use 96% of Diskspace
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
","As part of Titan testing, Jeff created a file called CORE and that took lots of space. taken the file to the local PC and Deleted it from the server and informed Jeff the next day. He confirmed No issue. "
DPSMES Global L2,"es30 (Filesystem_/usr/asset) Filesystem /usr/asset  use 95% of Diskspace EventID: ATF-NAMUMFTMDX01-EVENT-999c509a-b0f0-11eb-82e9-005056ab4d4f-1
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: Filesystem_/usr/asset
EventSeverity: 2
Hostname: es30
Message: Filesystem /usr/asset  use 95% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-03-27T11:16:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
TicketSummary: es30 (Filesystem_/usr/asset) Filesystem /usr/asset  use 95% of Diskspace
KPIID: dummy1
EventSteadyState: Stateful
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
","Problem: es30 (Filesystem_/usr/asset) Filesystem /usr/asset  use 95% of Diskspace
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: File Space issues ]
 
Action: Asked Atos Unix team to help with this (Emiliano Roncaglia)
 
Customer Confirmation: N/A"
DPSMES Global L2,"es30 (Filesystem_/var/snafs3/PRODUCT) Filesystem /var/snafs3/PRODUCT  use 96% of Diskspace EventID: ATF-NAMUMFTMDX01-EVENT-fa1aa366-b0f2-11eb-82e9-005056ab4d4f-2
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: Filesystem_/var/snafs3/PRODUCT
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snafs3/PRODUCT  use 96% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-18T18:23:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EventSteadyState: Stateful
TicketSummary: es30 (Filesystem_/var/snafs3/PRODUCT) Filesystem /var/snafs3/PRODUCT  use 96% of Diskspace
KPIID: dummy1
EMKR: UMF
FunctionalOrganization: SCHNEIDER ELECTRIC
","As part of Titan testing, Jeff created a file called CORE and that took lots of space. taken the file to the local PC and Deleted it from the server and informed Jeff the next day. He confirmed No issue. "
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace *** SWIVEL TICKET***

es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace


EventID: ATF-NAPCMFTMDX1-EVENT-62ba6ce6-cf6f-11ec-91b3-42010a09c409-3
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 100% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-24T04:35:13Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateful
KPIID: dummy1
","Problem: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: Server storage issue ]
 
Action: Wait for UXSWS050 to run and free up space.
 
Customer Confirmation: N/A"
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace ***SWIVEL***

es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace

EventID: ATF-NAPCMFTMDX1-EVENT-62ba6ce6-cf6f-11ec-91b3-42010a09c409-8
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 100% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-28T04:35:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateful
KPIID: dummy1
Sev Event Auto-Close: Auto-Close Stateless Event after Change
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
EMKR: UMF","Problem: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: Server storage issue ]
 
Action: Wait for UXSWS050 to run and free up space.
 
Customer Confirmation: N/A"
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace


EventID: ATF-NAPCMFTMDX1-EVENT-62ba6ce6-cf6f-11ec-91b3-42010a09c409-1
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 100% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-10T04:34:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
Sev Event Auto-Close: Auto-Close Stateless Event after Change
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
EMKR: UMF
Sev Event Steady State: Stateful
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
",After job UXSWS050 ran file space was free up.
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace

EventID: ATF-NAPCMFTMDX1-EVENT-62ba6ce6-cf6f-11ec-91b3-42010a09c409-6
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 100% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-14T04:35:13Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateful
Sev Event Auto-Close: Auto-Close Stateless Event after Change
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
EMKR: UMF","Problem: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: Server storage issue ]
 
Action: Wait for UXSWS050 to run and free up space.
 
Customer Confirmation: N/A"
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace

EventID: ATF-NAPCMFTMDX1-EVENT-62ba6ce6-cf6f-11ec-91b3-42010a09c409-9
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 100% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-07-05T04:34:15Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
Sev Event Steady State: Stateful
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC","Problem: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: Server storage issue ]
 
Action: Wait for UXSWS050 to run and free up space.
 
Customer Confirmation: N/A"
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 95% of Diskspace es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 95% of Diskspace


EventID: ATF-NAMUMFTMDX01-EVENT-fa28a902-b0f2-11eb-82e9-005056ab4d4f-3
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 95% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-03-22T04:23:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EventSteadyState: Stateful
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 95% of Diskspace
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
","Temporary files has been deleted, in the morning job will run and delete more files to get more space."
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 96% of Diskspace EventID: ATF-NAMUMFTMDX01-EVENT-fa28a902-b0f2-11eb-82e9-005056ab4d4f-5
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 96% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-19T06:53:13Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 96% of Diskspace
EventSteadyState: Stateful
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
",run the Unix job UXSWS050 manually that will clear the files struck and resolve the space issue.  
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 98% of Diskspace EventID: ATF-NAMUMFTMDX01-EVENT-fa28a902-b0f2-11eb-82e9-005056ab4d4f-4
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 98% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-19T04:38:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
EventSteadyState: Stateful
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 98% of Diskspace
KPIID: dummy1
",run the Unix job UXSWS050 manually that will clear the files struck and resolve the space issue.  
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 99% of Diskspace 
es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 99% of Diskspace

EventID: ATF-NAPCMFTMDX1-EVENT-62ba6ce6-cf6f-11ec-91b3-42010a09c409-2
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 99% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-17T04:34:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateful
KPIID: dummy1
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 99% of Diskspace","Problem: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 99% of Diskspace
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: File Space issues ]
 
Action: Wait for UXSWS050 to run  and free up some space.
 
Customer Confirmation: N/A"
DPSMES Global L2,"es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 99% of Diskspace es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 99% of Diskspace


EventID: ATF-NAMUMFTMDX01-EVENT-fa28a902-b0f2-11eb-82e9-005056ab4d4f-6
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 99% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-26T04:39:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 99% of Diskspace
EventSteadyState: Stateful
KPIID: dummy1",run the Unix job UXSWS050 manually that will clear the files struck and resolve the space issue.  
DPSMES Global L2,"es62 (Filesystem_/usr/asset) Filesystem /usr/asset  use 95% of Diskspace 
EventID: ATF-NAPCMFTMDX1-EVENT-ef26a8c5-ce6f-11ec-91b3-42010a09c409-1
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: Filesystem_/usr/asset
EventSeverity: 2
Hostname: es62
Message: Filesystem /usr/asset  use 95% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938071
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-12T11:35:44Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
TicketSummary: es62 (Filesystem_/usr/asset) Filesystem /usr/asset  use 95% of Diskspace
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateful
KPIID: dummy1
",Space was increased by unix team.
